"Idanha-a-Nova","Portugal","It is a UNESCO Creative City of Music."
"Oruro","Bolivia","Famous for its Carnival, one of the biggest folklore events in the world."
"São Paulo","Brazil","It has the largest helicopter fleet in the world."
"Rio de Janeiro","Brazil","The city was once the capital of Portugal (the only one outside Europe)."
"Brasília","Brazil","Designed to look like an airplane from above."
"Salvador","Brazil","The first capital of Brazil and the heart of Afro-Brazilian culture."
"Fortaleza","Brazil","One of the closest Brazilian cities to Europe."
"Recife","Brazil","Known as the 'Venice of Brazil' for its many rivers and bridges."
"Porto Alegre","Brazil","The birthplace of the 'Churrasco' (Brazilian BBQ)."
"Curitiba","Brazil","The city is world-famous for its sustainable urban planning."
"Manaus","Brazil","An industrial city located in the middle of the Amazon rainforest."
"Belo Horizonte","Brazil","Known as the 'Bar Capital' for its high number of pubs."
"Santiago","Chile","Home to the tallest building in South America (Gran Torre Santiago)."
"Valparaíso","Chile","Famous for its colorful houses and historic funiculars."
"Concepción","Chile","Known as the 'Independence Capital' of Chile."
"Antofagasta","Chile","Known as the 'Pearl of the North' and center of copper mining."
"Temuco","Chile","Where the poet Pablo Neruda spent his childhood."
"La Serena","Chile","The second-oldest city in Chile and a hub for astronomy."
"Iquique","Chile","Home to one of the largest duty-free ports in South America."
"Bogotá","Colombia","It has the largest network of bicycle routes in Latin America."
"Medellín","Colombia","Once dangerous, it is now known as the 'City of Eternal Spring'."
"Cali","Colombia","Known as the 'Salsa Capital of the World'."
"Barranquilla","Colombia","Host to the second-largest carnival in the world after Rio."
"Cartagena","Colombia","A UNESCO site famous for its massive colonial stone walls."
"Bucaramanga","Colombia","Known as the 'City of Parks'."
"Quito","Ecuador","The first city ever to be named a UNESCO World Heritage site."
"Guayaquil","Ecuador","The largest city in Ecuador and its main port."
"Cuenca","Ecuador","Famous for being the true origin of 'Panama hats'."
"Santo Domingo","Ecuador","Named after the Tsáchila indigenous group known as 'Colorados'."
"Manta","Ecuador","Known as the 'Tuna Capital of the World'."
"Georgetown","Guyana","Known as the 'Garden City of the Caribbean'."
"Linden","Guyana","The second-largest city and a hub for bauxite mining."
"New Amsterdam","Guyana","Founded by the Dutch and located on the Berbice River."
"Corriverton","Guyana","The easternmost town in Guyana, bordering Suriname."
"Mahdia","Guyana","A gold and diamond mining town in the Amazonian region."
"Asunción","Paraguay","One of the oldest cities in South America, founded in 1537."
"Ciudad del Este","Paraguay","One of the largest free-trade zones in the world."
"Encarnación","Paraguay","Known as the 'Pearl of the South' and the carnival capital."
"Luque","Paraguay","Home to the headquarters of CONMEBOL (South American Football)."
"San Lorenzo","Paraguay","Known as the 'University City' because of the national university."
"Lima","Peru","Known as the 'Gastronomical Capital of the Americas'."
"Arequipa","Peru","Known as the 'White City' because buildings are made of sillar volcanic stone."
"Trujillo","Peru","The birthplace of the traditional 'Marinera' dance."
"Chiclayo","Peru","Known as the 'City of Friendship'."
"Piura","Peru","The first city founded by the Spanish in Peru."
"Iquitos","Peru","The largest city in the world that cannot be reached by road."
"Paramaribo","Suriname","The city's historic center is built almost entirely of wood."
"Lelydorp","Suriname","The second-largest city, named after a Dutch governor."
"Nieuw Nickerie","Suriname","The rice capital of Suriname."
"Moengo","Suriname","A former bauxite mining hub and cultural center."
"Albina","Suriname","A border town used to cross into French Guiana."
"Montevideo","Uruguay","It has the longest continuous sidewalk (Rambla) in the world."
"Salto","Uruguay","Famous for its thermal springs and orange groves."
"Paysandú","Uruguay","Known as the 'Heroic City' and for its famous 'Chajá' dessert."
"Las Piedras","Uruguay","The site of a major battle during the struggle for independence."
"Rivera","Uruguay","It shares a border street with Brazil where you can walk between countries."
"Caracas","Venezuela","Located in a valley separated from the Caribbean by a huge mountain."
"Maracaibo","Venezuela","Home to the 'Catatumbo lightning', which strikes 250 times an hour."
"Valencia","Venezuela","The main industrial hub of the country."
"Barquisimeto","Venezuela","Known as the 'Twilight City' for its beautiful sunsets."
"Maracay","Venezuela","Known as the 'Garden City' of Venezuela."
"Ciudad Guayana","Venezuela","A planned city located at the meeting point of two massive rivers."
"Algiers","Algeria","Known as 'Algiers the White' for its glistening white buildings."
"Oran","Algeria","The birthplace of Raï music."
"Constantine","Algeria","Known as the 'City of Bridges'."
"Annaba","Algeria","The site of the ancient city of Hippo Regius where St. Augustine lived."
"Blida","Algeria","Known as the 'City of Roses'."
"Batna","Algeria","Located near the ancient Roman ruins of Timgad."
"Luanda","Angola","Once one of the most expensive cities for expats in the world."
"Huambo","Angola","Formerly known as Nova Lisboa (New Lisbon)."
"Lobito","Angola","Famous for the Restinga peninsula, a long sandspit with beaches."
"Benguela","Angola","An important historic port during the colonial era."
"Kuito","Angola","Known for its history as the center of the Ovimbundu kingdom."
"Malanje","Angola","Home to the spectacular Kalandula Falls."
"Porto-Novo","Benin","The official capital, though Cotonou is the largest city."
"Cotonou","Benin","The name means 'the mouth of the river of death' in Fon."
"Parakou","Benin","The largest city in northern Benin and a major market hub."
"Djougou","Benin","An important commercial crossroads for West African trade."
"Bohicon","Benin","Known for its underground village of Agongointo."
"Gaborone","Botswana","One of the fastest-growing cities in the world since the 1960s."
"Francistown","Botswana","Known as the 'Capital of the North' and site of a gold rush."
"Maun","Botswana","The gateway to the famous Okavango Delta."
"Serowe","Botswana","The birthplace of Botswana's first president, Seretse Khama."
"Molepolole","Botswana","The traditional capital of the Bakwena people."
"Ouagadougou","Burkina Faso","Home to FESPACO, Africa's largest film festival."
"Bobo-Dioulasso","Burkina Faso","Known for its unique Great Mosque made of mud and wood."
"Koudougou","Burkina Faso","The third-largest city and a center for textile production."
"Banfora","Burkina Faso","Famous for its waterfalls and sugarcane fields."
"Ouahigouya","Burkina Faso","Founded in 1757 as the capital of the Yatenga Kingdom."
"Gitega","Burundi","The political capital of Burundi since 2019."
"Bujumbura","Burundi","Located on the shores of Lake Tanganyika, the world's longest lake."
"Rumonge","Burundi","Famous for its palm oil production and beaches."
"Cibitoke","Burundi","A major region for cotton and tobacco farming."
"Kayanza","Burundi","One of the most densely populated regions in Africa."
"Praia","Cape Verde","Located on Santiago, the largest island of the archipelago."
"Mindelo","Cape Verde","Known as the cultural capital and birthplace of Cesária Évora."
"Santa Maria","Cape Verde","Famous for its turquoise water and white sand beaches."
"Espargos","Cape Verde","The administrative center of Sal Island."
"Tarrafal","Cape Verde","Famous for its palm-fringed bay and former political prison."
"Yaoundé","Cameroon","Known as the 'City of Seven Hills'."
"Douala","Cameroon","The largest city and the economic capital of Cameroon."
"Garoua","Cameroon","A major river port and center for the cotton industry."
"Bamenda","Cameroon","A major hub of the English-speaking region of the country."
"Maroua","Cameroon","Known for its embroidery and colorful markets."
"Bangui","CAR","Located on the banks of the Ubangi River."
"Bimbo","CAR","The second-largest city in the Central African Republic."
"Mbaïki","CAR","Known for its coffee and timber industries."
"Berbérati","CAR","A major center for diamond mining."
"Kaga-Bandoro","CAR","An important agricultural and livestock market."
"N'Djamena","Chad","The city was founded by the French as Fort-Lamy in 1900."
"Moundou","Chad","The industrial center of the country, famous for its Gala beer."
"Abéché","Chad","Once the capital of the powerful Wadai Empire."
"Sarh","Chad","Known for its warm climate and cotton production."
"kelo","Chad","A major commercial center for agriculture."
"Moroni","Comoros","The name translates to 'in the heart of the fire'."
"Mutsamudu","Comoros","The only deep-water port in the Comoros."
"Fomboni","Comoros","The smallest of the three island capitals."
"Domoni","Comoros","Known for its historic carved wooden doors."
"Sima","Comoros","A picturesque town on the island of Anjouan."
"Brazzaville","Congo","Facing Kinshasa, they are the two closest capital cities in the world."
"Pointe-Noire","Congo","The main port and the center of the country's oil industry."
"Dolisie","Congo","The third-largest city and a major rail hub."
"Nkayi","Congo","The sugar capital of the Republic of the Congo."
"Impfondo","Congo","Located in a remote area near the border with DRC."
"Kinshasa","DR Congo","It is the largest Francophone city in the world, surpassing Paris."
"Lubumbashi","DR Congo","The mining capital of the country, rich in copper and cobalt."
"Mbuji-Mayi","DR Congo","The world's largest producer of industrial diamonds."
"Goma","DR Congo","Located at the foot of the active Nyiragongo Volcano."
"Kisangani","DR Congo","Known as the 'City of Hope' and the furthest point up the Congo River."
"Matadi","DR Congo","The country's main sea port."
"Abidjan","Ivory Coast","Known as the 'Manhattan of Africa' for its skyscrapers."
"Yamoussoukro","Ivory Coast","Home to the largest church building in the world."
"Bouaké","Ivory Coast","Known for its vibrant cotton and textile industries."
"Daloa","Ivory Coast","The main hub for the country's massive cocoa production."
"Korhogo","Ivory Coast","The center of the Senufo people and traditional weaving."
"Djibouti","Djibouti","The lowest point in Africa, Lake Assal, is nearby."
"Tadjoura","Djibouti","One of the oldest towns in the Horn of Africa."
"Ali Sabieh","Djibouti","Famous for its 'Train of the Desert' and mountain views."
"Dikhil","Djibouti","Known as the 'City of Unity'."
"Obock","Djibouti","The first place in the country to be settled by the French."
"Cairo","Egypt","The only remaining Ancient Wonder of the World is on its outskirts."
"Alexandria","Egypt","Founded by Alexander the Great in 331 BC."
"Giza","Egypt","Home to the Great Sphinx and the Pyramids."
"Sharm el-Sheikh","Egypt","One of the world's top destinations for scuba diving."
"Luxor","Egypt","Often called the 'World's Largest Open-Air Museum'."
"Aswan","Egypt","Home to the High Dam and the Philae Temple."
"Port Said","Egypt","Located at the northern entrance of the Suez Canal."
"Malabo","Equatorial Guinea","The capital city is located on an island, not the mainland."
"Bata","Equatorial Guinea","The largest city in the country, located on the mainland."
"Aconibe","Equatorial Guinea","The birthplace of the current president."
"Mongomo","Equatorial Guinea","Located right on the border with Gabon."
"Mbini","Equatorial Guinea","A coastal town known for its seafood and river views."
"Asmara","Eritrea","A UNESCO site famous for its well-preserved Art Deco architecture."
"Keren","Eritrea","Known for its historic battlefield sites from WWII."
"Massawa","Eritrea","Known as the 'Pearl of the Red Sea'."
"Assab","Eritrea","A major oil refinery and port city."
"Barentu","Eritrea","The center of the Nara and Kunama ethnic groups."
"Mbabane","Eswatini","The administrative capital located in the Dlangeni Hills."
"Manzini","Eswatini","The country's main industrial and commercial hub."
"Big Bend","Eswatini","Named after a major curve in the Lusutfu River."
"Nhlangano","Eswatini","The name means 'The Place of Meeting'."
"Siteki","Eswatini","Known for its school of traditional healers (Inyanga)."
"Addis Ababa","Ethiopia","The highest capital city in Africa (2,355 meters)."
"Gondar","Ethiopia","Known as the 'Camelot of Africa' for its medieval castles."
"Mekelle","Ethiopia","The economic and cultural hub of northern Ethiopia."
"Dire Dawa","Ethiopia","A major railway hub connecting Ethiopia and Djibouti."
"Awasa","Ethiopia","Located on the shores of Lake Awassa in the Great Rift Valley."
"Bahir Dar","Ethiopia","The gateway to the Blue Nile Falls."
"Libreville","Gabon","The name means 'Free Town', founded by freed slaves."
"Port-Gentil","Gabon","The center of Gabon's petroleum and timber industries."
"Franceville","Gabon","One of the four largest cities and the end of the Trans-Gabon Railway."
"Oyem","Gabon","A major center for the cocoa and coffee trade."
"Moanda","Gabon","One of the world's most important manganese mining towns."
"Banjul","Gambia","Located on St Mary's Island where the Gambia River meets the ocean."
"Serekunda","Gambia","The largest urban center in the Gambia, bigger than the capital."
"Brikama","Gambia","Known for its woodcarving industry and musicians."
"Bakau","Gambia","Home to the Kachikally Crocodile Pool, a sacred site."
"Farafenni","Gambia","A major transport hub on the Trans-Gambia Highway."
"Accra","Ghana","The name comes from the word 'Nkran', meaning ants."
"Kumasi","Ghana","Known as the 'Garden City' and seat of the Asante King."
"Takoradi","Ghana","Commonly known as the 'Oil City' of Ghana."
"Tamale","Ghana","The fastest-growing city in West Africa."
"Sunyani","Ghana","Known for its clean environment and cocoa industry."
"Ho","Ghana","The capital of the Volta Region, known for its mountain views."
"Conakry","Guinea","Built on Tombo Island and the Kaloum Peninsula."
"Nzérékoré","Guinea","The center of the country's forest region."
"Kankan","Guinea","Known for its university and as a center of Mandinka culture."
"Labé","Guinea","The main city of the Fouta Djallon highlands."
"Kindia","Guinea","Known for its banana plantations and the 'Bridal Veil' falls."
"Bissau","Guinea-Bissau","Known for its Portuguese colonial architecture and carnival."
"Bafata","Guinea-Bissau","The birthplace of the revolutionary leader Amílcar Cabral."
"Gabú","Guinea-Bissau","The largest market town in the east of the country."
"Cacheu","Guinea-Bissau","The site of one of the first European settlements in West Africa."
"Bolama","Guinea-Bissau","The former capital of the country until 1941."
"Nairobi","Kenya","The only major city in the world with a National Park inside it."
"Mombasa","Kenya","An island city known for its beautiful white sand beaches."
"Kisumu","Kenya","A major port city on the shores of Lake Victoria."
"Eldoret","Kenya","The hometown of many of the world's greatest marathon runners."
"Nakuru","Kenya","Famous for the millions of flamingos that flock to its lake."
"Thika","Kenya","Known as the 'Industrial Town' and for its pineapple plantations."
"Maseru","Lesotho","The name means 'Place of the Red Sandstone'."
"Teyateyaneng","Lesotho","Known as the 'Place of Quick Sands'."
"Mafeteng","Lesotho","A major commercial center near the South African border."
"Leribe","Lesotho","Home to the famous Subeng River dinosaur footprints."
"Quthing","Lesotho","A rugged mountain town with ancient rock art nearby."
"Monrovia","Liberia","Named after James Monroe, the fifth US President."
"Gbarnga","Liberia","The center of the Kpelle people and a major university town."
"Kakata","Liberia","A major center for rubber production."
"Bensonville","Liberia","An important agricultural hub for the capital region."
"Harbel","Liberia","Home to the world's largest rubber plantation (Firestone)."
"Tripoli","Libya","Known as the 'Mermaid of the Mediterranean'."
"Benghazi","Libya","The second-largest city and a major historical port."
"Misrata","Libya","Considered the commercial capital of Libya."
"Sabha","Libya","An oasis city in the heart of the Sahara desert."
"Derna","Libya","Known for its unique Mediterranean climate and waterfalls."
"Antananarivo","Madagascar","The name means 'The City of the Thousand'."
"Toamasina","Madagascar","The main seaport of the country."
"Antsirabe","Madagascar","Known as the 'City of Water' due to its thermal springs."
"Mahajanga","Madagascar","Famous for its giant, 700-year-old Baobab tree."
"Fianarantsoa","Madagascar","Known as the academic and intellectual capital of the island."
"Lilongwe","Malawi","Known as the 'Garden City' due to its lush greenery."
"Blantyre","Malawi","Named after the birthplace of the explorer David Livingstone."
"Mzuzu","Malawi","The capital of the northern region, near Lake Malawi."
"Zomba","Malawi","The former capital city and home to the Zomba Plateau."
"Kasungu","Malawi","Located near the birthplace of the country's first president."
"Bamako","Mali","One of the fastest-growing cities in Africa."
"Sikasso","Mali","Known for its vibrant fruit and vegetable markets."
"Mopti","Mali","Known as the 'Venice of Mali' because it sits on three islands."
"Kayes","Mali","Often called the 'Pressure Cooker of Africa' because of its heat."
"Segou","Mali","The former capital of the Bambara Empire."
"Nouakchott","Mauritania","The name means 'Place of the Winds'."
"Nouadhibou","Mauritania","Home to one of the world's largest ship graveyards."
"Rosso","Mauritania","A major river port on the border with Senegal."
"Kaédi","Mauritania","Known for its unique architecture and medical center."
"Zouerate","Mauritania","The center of the country's iron ore mining industry."
"Port Louis","Mauritius","Founded by the French in 1735 as a major port."
"Beau Bassin","Mauritius","Part of the twin town Beau Bassin-Rose Hill."
"Vacoas","Mauritius","Known for its pleasant, cooler climate and gymkhanas."
"Curepipe","Mauritius","Often called 'La Ville Lumière' (The City of Light)."
"Quatre Bornes","Mauritius","Known as 'The Flower Town'."
"Rabat","Morocco","One of Morocco's four Imperial Cities."
"Casablanca","Morocco","Home to the Hassan II Mosque, which has the world's second tallest minaret."
"Marrakesh","Morocco","Known as the 'Red City' because of its clay buildings."
"Fes","Morocco","Home to the oldest continuously operating university in the world."
"Tangier","Morocco","A city that once existed as an international zone (Interzone)."
"Agadir","Morocco","Completely rebuilt after a devastating earthquake in 1960."
"Maputo","Mozambique","Known as the 'City of Acacias'."
"Beira","Mozambique","A major port city located on the Pungwe River."
"Nampula","Mozambique","The 'Capital of the North' and center of cashew production."
"Quelimane","Mozambique","Known for its large coconut plantations."
"Tete","Mozambique","One of the hottest cities in Mozambique."
"Windhoek","Namibia","One of the world's cleanest capital cities."
"Swakopmund","Namibia","A coastal city with strong German colonial architecture."
"Walvis Bay","Namibia","The only natural deep-water harbor in Namibia."
"Oshakati","Namibia","Considered the spiritual heartland of northern Namibia."
"Rundu","Namibia","Known for its woodcarving markets along the Okavango River."
"Niamey","Niger","Located on the banks of the Niger River."
"Zinder","Niger","The former capital and center of the Hausa culture."
"Maradi","Niger","The economic and groundnut capital of Niger."
"Agadez","Niger","The gateway to the Air Mountains and the Sahara."
"Diffa","Niger","Known for its proximity to Lake Chad."
"Lagos","Nigeria","The largest city in Africa and a major financial hub."
"Abuja","Nigeria","A purpose-built planned city that became the capital in 1991."
"Kano","Nigeria","The oldest city in West Africa, dating back over 1,000 years."
"Ibadan","Nigeria","Once the largest city in West Africa during the colonial era."
"Benin City","Nigeria","Famous for the historic 'Benin Bronzes' (ancient metal art)."
"Port Harcourt","Nigeria","Known as the 'Garden City' and center of the oil industry."
"Kaduna","Nigeria","A major industrial and transport hub in northern Nigeria."
"Kigali","Rwanda","Widely considered the cleanest city in all of Africa."
"Butare","Rwanda","Known as the intellectual capital and home to the National Museum."
"Gisenyi","Rwanda","A resort town on the shores of Lake Kivu."
"Ruhengeri","Rwanda","The gateway to the Volcanoes National Park and mountain gorillas."
"Cyangugu","Rwanda","Located at the southern end of Lake Kivu."
"Sao Tome","Sao Tome and Principe","The capital of the second-smallest country in Africa."
"Trindade","Sao Tome and Principe","A major town in the Mé-Zóchi district."
"Neves","Sao Tome and Principe","An industrial town and major port for the island."
"Guadalupe","Sao Tome and Principe","Known for its nearby beautiful beaches like Lagoa Azul."
"Santa Cruz","Sao Tome and Principe","A historic town on the eastern coast of the island."
"Dakar","Senegal","The westernmost city on the African mainland."
"Thiès","Senegal","Known for its tapestry-making industry."
"Saint-Louis","Senegal","The former capital of French West Africa."
"Ziguinchor","Senegal","The capital of the Casamance region, known for its lush vegetation."
"Kaolack","Senegal","A major center for the peanut trade and salt production."
"Victoria","Seychelles","One of the smallest capital cities in the world."
"Anse Royale","Seychelles","Home to the University of Seychelles and beautiful beaches."
"Beau Vallon","Seychelles","The most popular and famous beach destination on Mahe."
"Takamaka","Seychelles","Known for its traditional rum distillery."
"Bel Ombre","Seychelles","Famous for the legend of the hidden 'La Buse' pirate treasure."
"Freetown","Sierra Leone","Founded as a home for resettled formerly enslaved people."
"Bo","Sierra Leone","The second-largest city and a center for diamond trading."
"Kenema","Sierra Leone","The main hub of the country's timber and diamond industries."
"Makeni","Sierra Leone","A major educational and commercial center in the north."
"Koidu","Sierra Leone","The capital of the diamond-rich Kono District."
"Mogadishu","Somalia","Known as the 'White Pearl of the Indian Ocean'."
"Hargeisa","Somalia","The capital of the self-declared state of Somaliland."
"Bosaso","Somalia","The main commercial port of the Puntland region."
"Kismayo","Somalia","A strategic port city near the mouth of the Juba River."
"Baidoa","Somalia","Known as the 'Granary of Somalia' for its agriculture."
"Johannesburg","South Africa","It is the world's largest city not situated on a river, lake, or coastline."
"Cape Town","South Africa","Home to Table Mountain, one of the New Seven Wonders of Nature."
"Durban","South Africa","Has the largest Indian population outside of India."
"Pretoria","South Africa","Known as the 'Jacaranda City' for its thousands of purple-flowered trees."
"Port Elizabeth","South Africa","Known as the 'Friendly City' and the 'Windy City'."
"Bloemfontein","South Africa","The 'City of Roses' and the judicial capital of the country."
"Juba","South Sudan","The capital of the world's youngest internationally recognized country."
"Wau","South Sudan","A major cultural and commercial hub in the Bahr el Ghazal region."
"Malakal","South Sudan","A strategic city on the banks of the White Nile."
"Bor","South Sudan","The site where the Second Sudanese Civil War began in 1983."
"Yei","South Sudan","A major agricultural trade hub near the border with Uganda."
"Khartoum","Sudan","Where the Blue Nile and the White Nile meet."
"Omdurman","Sudan","The largest city in Sudan and its cultural capital."
"Port Sudan","Sudan","The country's primary gateway to the Red Sea."
"Kassala","Sudan","Famous for the spectacular Taka Mountains that surround it."
"Nyala","Sudan","The capital of South Darfur and a major trade center."
"Dar es Salaam","Tanzania","The name means 'Abode of Peace' in Arabic."
"Dodoma","Tanzania","The national capital, located in the heart of the country."
"Arusha","Tanzania","The gateway to Mount Kilimanjaro and the Serengeti."
"Mwanza","Tanzania","Known as the 'Rock City' due to its massive lake boulders."
"Tanga","Tanzania","The second-largest seaport in Tanzania."
"Lomé","Togo","The only African capital that was once a German colony."
"Sokodé","Togo","The second-largest city and center of the Kotokoli people."
"Kara","Togo","The hometown of the former president Gnassingbé Eyadéma."
"Atakpamé","Togo","Known as the 'City of Seven Hills'."
"Dapaong","Togo","The northernmost major town near the border with Burkina Faso."
"Tunis","Tunisia","The ruins of ancient Carthage are located in its suburbs."
"Sfax","Tunisia","The economic capital"
